stop_lat,stop_lon,stop_id,parent_station,stop_name,location_type
35.572600,-5.404754,node/8196909142,,Orangina,0
35.566595,-5.401635,node/6898570087,,Koudia,0
35.570580,-5.383003,node/6898570089,,Dar Takafa,0
35.519675,-5.176646,node/8171402876,,Tamernout,0
35.562943,-5.428942,node/8171402877,,Soussi,0
35.567301,-5.421858,node/8171402874,,Prison Locale,0
35.583677,-5.470453,node/8171402875,,Piste Lawta,0
35.568348,-5.402244,node/8191229017,,Résidence Yassmine,0
35.482682,-5.124549,node/8171402878,,Tamgart,0
35.436260,-5.108442,node/8171402879,,Riyasna,0
35.565183,-5.397679,node/6898280222,,Marché De Gros,0
35.576503,-5.350236,node/8191355105,,Ecole Omar Ibn Abdelaziz,0
35.620427,-5.452721,node/6898503606,,Seddina,0
35.569535,-5.420415,node/8191149533,,Torreta,0
35.587440,-5.337648,node/6904096997,,Mosquée Mohammed VI,0
35.571561,-5.418817,node/8191149531,,Nassim,0
35.574739,-5.405158,node/6898562582,,Résidence Jardin Taboula,0
35.565049,-5.421433,node/8191149535,,Louziyen,0
35.567285,-5.421844,node/8191149534,,Prison Locale,0
35.581585,-5.356120,node/6900310858,,Mohamed Al Kharaz 3,0
35.620740,-5.329086,node/6900317732,,R'Milat,0
35.487865,-5.135481,node/8196697922,,Abita,0
35.567302,-5.406294,node/6906735263,,Abattoirs,0
35.408858,-5.379389,node/8171441756,,Mrija,0
35.497170,-5.434490,node/8171441757,,Aboudi,0
35.574726,-5.345031,node/8171441754,,Cnss,0
35.590947,-5.475114,node/8171441755,,Bounazzal 1,0
35.572269,-5.263645,node/8171441752,,Sidi Abdeslam,0
35.580790,-5.364003,node/8171441753,,Mosquée Ben Aboud,0
35.795942,-5.356136,node/8171441750,,El Amin,0
35.609726,-5.293906,node/8171441751,,Faculté De Lettres,0
35.698887,-5.331620,node/8197552106,,Holiday,0
35.719929,-5.338139,node/8197552107,,Kabila,0
35.491558,-5.423818,node/8171441758,,Ben Dakoo,0
35.487884,-5.135705,node/8171441759,,Abita,0
35.548190,-5.423283,node/6899183595,,Borojo,0
35.583708,-5.342419,node/6907371690,,Ain Maloul,0
35.577010,-5.307240,node/8171441741,,Jamae,0
35.572284,-5.359749,node/7807273021,,Avenue Des Far,0
35.795902,-5.356402,node/8197552116,,El Amin,0
35.557931,-5.408660,node/6899183692,,Route De Torreta,0
35.503543,-5.436051,node/6899183691,,El Akba,0
35.787471,-5.353586,node/8197552115,,Al Mina,0
35.778058,-5.348592,node/8197552114,,Grand Hôtel,0
35.367730,-5.373590,node/8171402898,,Berraka,0
35.612300,-5.492454,node/8171402899,,Machachates,0
35.559759,-5.445002,node/8171402894,,Grankha,0
35.698959,-5.331394,node/8171402895,,Holiday,0
35.463460,-5.100193,node/8171402896,,Mkad,0
35.338660,-5.363640,node/8171402897,,Krouche,0
35.569583,-5.330760,node/8171402890,,Fabrique Rbahi,0
35.682789,-5.320755,node/8171402891,,El Marssa,0
35.565059,-5.344990,node/8171402892,,Coelma,0
35.346700,-5.367590,node/8171402893,,Halhala,0
35.726573,-5.340057,node/8171402912,,Kabila 2,0
35.749675,-5.346527,node/8197552111,,Marina Smir,0
35.742135,-5.343990,node/8197552110,,Studio,0
35.626048,-5.331464,node/8196996387,,Mandi,0
35.626427,-5.341327,node/8196996386,,Mallalienne,0
35.578935,-5.363813,node/6907522588,,Touilaa 2,0
35.620942,-5.495824,node/8196766610,,Souk Lakdim,0
35.566336,-5.360124,node/8241076241,,Casablanca 1,0
35.664399,-5.510764,node/8196766612,,Kmis Anjra,0
35.565278,-5.356494,node/8196161706,,Casablanca 2,0
35.565129,-5.345068,node/8196161709,,Coelma,0
35.564880,-5.347425,node/8196161708,,Grt Coelma,0
35.578340,-5.361319,node/6907522587,,Mohamed Al Kharaz 1,0
35.597237,-5.430764,node/6898503462,,Lafarge,0
35.787674,-5.353489,node/4066473836,,Al Mina,0
35.754740,-5.347181,node/1872002247,,Marina,0
35.572543,-5.355339,node/8191355103,,Hopital Civil,0
35.565570,-5.398466,node/6898280186,,Marché De Gros,0
35.573063,-5.353440,node/8191355104,,Mosquée Al Oumma,0
35.578953,-5.349241,node/8191355107,,Pharmacie Afassi,0
35.577955,-5.350742,node/8191355106,,Résidence El Manar,0
35.580137,-5.345096,node/8191355109,,Supermarché Taw,0
35.579859,-5.346515,node/8191355108,,Etablissement Tofola,0
35.553950,-5.354991,node/8197188237,,Kharrouba,0
35.556994,-5.352396,node/8197188236,,Ettoub,0
35.570126,-5.387292,node/4613785689,,Souk Al Imam Malik,0
35.571474,-5.421014,node/8171441785,,Malik Ibn Dirar - Mosquée,0
35.650002,-5.320593,node/8171441784,,Ghniwat,0
35.572841,-5.401187,node/8171441781,,Bni Khanous 2,0
35.571261,-5.400130,node/8171441780,,Bni Khanous 1,0
35.557216,-5.383532,node/6899234168,,Pharmacie Rkaina,0
35.655375,-5.319148,node/8171441782,,Colinord,0
35.574001,-5.348838,node/8197637225,,Terrain Saniat Rmel,0
35.576680,-5.340899,node/8197637227,,Nada,0
35.574810,-5.345114,node/8197637226,,Cnss,0
35.572956,-5.353450,node/6897145480,,Mosquée Al Oumma,0
35.620744,-5.329353,node/8196133395,,R'Milat,0
35.613488,-5.332836,node/8196133394,,Koudia,0
35.624778,-5.327619,node/8196133396,,Rp El Mallalienne,0
35.607900,-5.334637,node/8196133393,,Setine 60,0
35.602808,-5.336288,node/8196133392,,Marjane,0
35.567884,-5.373598,node/4613737094,,Jardin Chellal,0
35.550705,-5.360770,node/8197188239,,Beni Salah,0
35.553034,-5.360020,node/8197188238,,Jamaat Zitoune,0
35.338763,-5.363328,node/8197425156,,Krouche,0
35.563297,-5.489985,node/6906735221,,Barrage,0
35.582317,-5.364196,node/8171441718,,Teffaline,0
35.346769,-5.367269,node/8197425155,,Halhala,0
35.377640,-5.374433,node/8197425152,,Koades,0
35.367732,-5.373404,node/8197425153,,Berraka,0
35.409021,-5.379350,node/8197425150,,Mrija,0
35.388496,-5.373182,node/8197425151,,Beni Moussa,0
35.460200,-5.404593,node/8171441717,,Moulay Abdessalam,0
35.318981,-5.356811,node/8197425158,,Beni Hassan,0
35.559524,-5.350065,node/8197188235,,Mosquée Boujdad,0
35.841411,-5.355107,node/8197563720,,Fnideq,0
35.676786,-5.321549,node/8197477241,,Gorna,0
35.666808,-5.318495,node/8197477240,,Krouche,0
35.685441,-5.322959,node/8197477243,,M'Diq,0
35.682764,-5.320919,node/8197477242,,El Marssa,0
35.549853,-5.397175,node/6903919029,,Ain Dar Zkiek,0
35.565163,-5.401229,node/6903919028,,Taboula,0
35.603206,-5.341488,node/6907472790,,Hjar Laaroussa,0
35.597047,-5.343409,node/6907472792,,Mohamed Smaili,0
35.574385,-5.386553,node/6903993072,,Cinéma Victoria,0
35.583004,-5.333021,node/8197637229,,9 Avril,0
35.585008,-5.354180,node/8188018841,,Boujarrah,0
35.580525,-5.336839,node/8197637228,,Faculté Ossoul-Eddine,0
35.586249,-5.337375,node/8191355112,,Ecole Mohamed Aziman,0
35.596090,-5.328517,node/6904040671,,Cité Universitaire,0
35.573984,-5.466697,node/6898280162,,Usine De Carreaux,0
35.587419,-5.337775,node/8191355113,,Mosquée Mohammed VI,0
35.577954,-5.350707,node/6907371725,,Résidence El Manar,0
35.583036,-5.343889,node/8191355110,,Café Warda,0
35.414368,-5.384466,node/8171441769,,Café El Mrabet,0
35.332640,-5.360490,node/8171441768,,Jamae,0
35.561124,-5.473662,node/8171441767,,El Harcha,0
35.600822,-5.304363,node/8171441766,,Zone Industrielle,0
35.583897,-5.365275,node/8171441765,,Ksar El Khalifa,0
35.591486,-5.353650,node/8171441764,,Boujarrah 2,0
35.660093,-5.318609,node/8171441763,,Jamae,0
35.547072,-5.235696,node/8171441762,,Kae El Mejri,0
35.766370,-5.348635,node/8171441761,,Restinga,0
35.550764,-5.360733,node/8171441760,,Beni Salah,0
35.452116,-5.093082,node/6899394694,,Oued Laou,0
35.580337,-5.336859,node/6897145457,,Faculté Ossoul-Eddine,0
35.562339,-5.362924,node/6899394696,,Faculté Des Sciences,0
35.550609,-5.242701,node/6899394691,,Azla,0
35.559195,-5.384653,node/8171441783,,Bourras,0
35.587709,-5.355690,node/8188018840,,Boujarrah 3,0
35.613580,-5.283642,node/6897145353,,Café Bohour,0
35.559135,-5.461429,node/8196758071,,Trik,0
35.560172,-5.467919,node/8196758070,,Sahtrienne,0
35.559591,-5.444970,node/8196758073,,Grankha,0
35.557803,-5.453436,node/8196758072,,Khmis,0
35.561165,-5.433045,node/8196758075,,Traksat,0
35.559556,-5.436518,node/8196758074,,Dechrien,0
35.562725,-5.429261,node/8196758076,,Soussi,0
35.565917,-5.393037,node/8188220760,,Rif (Rommana),0
35.574675,-5.389792,node/8193863905,,Cafe Terasa,0
35.575913,-5.396394,node/8193863904,,Pharmacie Semsa,0
35.591366,-5.406244,node/8193863903,,Ain Semsa,0
35.582229,-5.401253,node/8193863902,,Route Semsa 2,0
35.578587,-5.399456,node/8193863901,,Route Semsa,0
35.575853,-5.396441,node/8193863900,,Pharmacie Semsa,0
35.573734,-5.402490,node/8191186412,,Mosquée El Aela,0
35.570380,-5.403960,node/6898570092,,Gorna Abattoirs,0
35.565491,-5.392422,node/8191086259,,Rommana,0
35.742130,-5.343779,node/2134361904,,Studio,0
35.585949,-5.350889,node/8188220742,,Afka,0
35.586609,-5.349218,node/8188220743,,Jbel Atlas,0
35.583863,-5.352417,node/8188220740,,Mohamed Al Kharaz 4,0
35.592241,-5.359168,node/6907541829,,Kallaline,0
35.584993,-5.352177,node/8188220741,,Jbel Toubkal,0
35.593126,-5.332238,node/8188220746,,I.T.A,0
35.568396,-5.464807,node/8196766602,,Poste Electricité,0
35.592501,-5.339873,node/8188220744,,Mohamed El Yazidi,0
35.563107,-5.460258,node/8196766600,,Bousfiha,0
35.578154,-5.356204,node/6900310862,,Avenue Des Far - Rettaha,0
35.594675,-5.347742,node/6907426185,,Bennouna Boussafou,0
35.585068,-5.354026,node/6907426186,,Boujarrah,0
35.597995,-5.324634,node/8188220748,,Avenue D'Egypte,0
35.557626,-5.386072,node/8196137649,,Boulangerie El Morabet,0
35.559150,-5.384670,node/8196137648,,Bourras,0
35.557213,-5.383657,node/8196137647,,Pharmacie Rkaina,0
35.555401,-5.381268,node/8196137646,,Les Jardins d'Andalous,0
35.555105,-5.378878,node/8196137645,,Saf Al Hamam 1,0
35.555207,-5.376708,node/8196137644,,Saf Al Hamam 2,0
35.560451,-5.370855,node/8196137643,,Gare Routière,0
35.562967,-5.368621,node/8196137642,,Aakbat El Halouf 2,0
35.565013,-5.368506,node/8196137641,,Aakbat El Halouf 1,0
35.529766,-5.197137,node/8196697918,,Tamrabet,0
35.537633,-5.213313,node/8196697917,,Campigne,0
35.568433,-5.464720,node/6898257881,,Poste Electricité,0
35.388523,-5.373295,node/8171441723,,Beni Moussa,0
35.537440,-5.213370,node/8171441722,,Campigne,0
35.666621,-5.318050,node/8171441721,,Krouche,0
35.561427,-5.432971,node/8171441720,,Traksat,0
35.557060,-5.352510,node/8171441727,,Ettoub,0
35.563412,-5.249671,node/8171441726,,Chwabel,0
35.554031,-5.355025,node/8171441725,,Kharrouba,0
35.614930,-5.279380,node/8171441724,,Chomouae,0
35.580674,-5.290164,node/8171441729,,El Kharrouba,0
35.837275,-5.355397,node/8171441728,,Kondisa,0
35.565100,-5.414894,node/6898280152,,Nakkata,0
35.579814,-5.346481,node/6907340451,,Etablissement Tofola,0
35.578971,-5.363762,node/8193820478,,Touilaa 2,0
35.589433,-5.361484,node/8193820479,,El Kariane,0
35.575288,-5.393783,node/6903993049,,Palais Essalam,0
35.589451,-5.361439,node/8193820473,,El Kariane,0
35.582342,-5.364158,node/8193820476,,Teffaline,0
35.580775,-5.363938,node/8193820477,,Mosquée Ben Aboud,0
35.586558,-5.368023,node/8193820474,,Aakbat Chata,0
35.583909,-5.365247,node/8193820475,,Ksar El Khalifa,0
35.549631,-5.522785,node/6906735407,,Spirada,0
35.600107,-5.340587,node/8193747823,,Jnan El Haouzi,0
35.597098,-5.343476,node/8193747822,,Mohamed Smaili,0
35.720161,-5.337997,node/2134361957,,Kabila,0
35.603177,-5.341593,node/8193747824,,Hjar Laaroussa,0
35.506245,-5.439104,node/8243333384,,Ben Karrich,0
35.506503,-5.439036,node/8243333383,,Ben Karrich,0
35.565936,-5.367116,node/8243333382,,Ancienne Gare,0
35.591397,-5.353571,node/8188018839,,Boujarrah 2,0
35.593131,-5.350591,node/8188018838,,Boujarrah 1,0
35.581029,-5.353208,node/8188018831,,Avenue Des Far - Safir,0
35.578267,-5.356329,node/8188018830,,Avenue Des Far - Rettaha,0
35.589633,-5.345250,node/8188018833,,Avenue Des Far - Wilaya,0
35.586158,-5.347754,node/8188018832,,Avenue Des Far - Rif,0
35.593516,-5.345871,node/8188018835,,Boussafou,0
35.592243,-5.343123,node/8188018834,,Avenue Des Far - El Yazidi,0
35.593005,-5.350566,node/8188018837,,Boujarrah 1,0
35.568670,-5.361224,node/6900317845,,Lycée Charif Al Idrissi,0
35.566008,-5.367108,node/6899069744,,Ancienne Gare,0
35.615108,-5.279625,node/8197637236,,Chomouae,0
35.617984,-5.275194,node/8197637237,,Ens,0
35.612383,-5.287722,node/8197637234,,Chonbira,0
35.613764,-5.283764,node/8197637235,,Café Bohour,0
35.607940,-5.297740,node/8197637232,,Oum Keltoum,0
35.609848,-5.294097,node/8197637233,,Faculté De Lettres,0
35.588406,-5.324956,node/8197637230,,Palais Riad,0
35.601027,-5.304776,node/8197637231,,Zone Industrielle,0
35.526575,-5.230782,node/6899394732,,Amssa,0
35.449210,-5.091640,node/6899394731,,Mssala,0
35.591374,-5.406174,node/6903992628,,Ain Semsa,0
35.619148,-5.273048,node/8197637238,,Miramar,0
35.624818,-5.274817,node/8197637239,,Chbar,0
35.568364,-5.402299,node/8191229019,,Résidence Yassmine,0
35.566638,-5.401596,node/8191229018,,Koudia,0
35.550651,-5.242552,node/8196161716,,Azla,0
35.572429,-5.263489,node/8196161714,,Sidi Abdeslam,0
35.563485,-5.249601,node/8196161715,,Chwabel,0
35.577263,-5.307382,node/8196161712,,Jamae,0
35.580848,-5.290252,node/8196161713,,El Kharrouba,0
35.567810,-5.336610,node/8196161710,,El Manar,0
35.569693,-5.330776,node/8196161711,,Fabrique Rbahi,0
35.332691,-5.360203,node/8197425157,,Jamae,0
35.620932,-5.495715,node/6898280082,,Souk Lakdim,0
35.356061,-5.370735,node/8197425154,,El Kharrouba,0
35.569995,-5.399374,node/8171402911,,Ecole Chouhadae,0
35.451280,-5.396582,node/8171402910,,Barrage Nakhla,0
35.529737,-5.196800,node/8171402913,,Tamrabet,0
35.555740,-5.505167,node/8171441719,,Chtab,0
35.559579,-5.350142,node/8171402915,,Mosquée Boujdad,0
35.685533,-5.322794,node/8171402914,,M'Diq,0
35.556751,-5.388947,node/8171402916,,Tahen,0
35.807539,-5.352776,node/8197563717,,Fadesa,0
35.589784,-5.338312,node/8191355114,,Wilaya,0
35.837243,-5.355542,node/8197563719,,Kondisa,0
35.821449,-5.353968,node/8197563718,,Rifiyenne,0
35.508275,-5.156796,node/8171441746,,Awchtam,0
35.583718,-5.342579,node/8191355111,,Ain Maloul,0
35.565404,-5.401491,node/6903919030,,Taboula,0
35.578590,-5.399300,node/6904026495,,Route Semsa,0
35.600103,-5.340555,node/6907472786,,Jnan El Haouzi,0
35.583811,-5.352335,node/6900317691,,Mohamed Al Kharaz 4,0
35.598036,-5.324566,node/6904040683,,Avenue D'Egypte,0
35.560392,-5.467883,node/6906735360,,Sahtrienne,0
35.576522,-5.350217,node/6907371653,,Ecole Omar Ibn Abdelaziz,0
35.582294,-5.401123,node/8171441778,,Route Semsa 2,0
35.356010,-5.370990,node/8171441779,,El Kharrouba,0
35.377681,-5.374583,node/8171441774,,Koades,0
35.630990,-5.325693,node/8171441775,,Sdouki,0
35.477174,-5.117107,node/8171441776,,Khandak De Riyas,0
35.563119,-5.460117,node/8171441777,,Bousfiha,0
35.645110,-5.321922,node/8171441770,,Campo,0
35.552675,-5.513377,node/8171441771,,El Hjar,0
35.586560,-5.368067,node/8171441772,,Aakbat Chata,0
35.494786,-5.428433,node/8171441773,,Ain Aicha,0
35.566775,-5.366529,node/6900317884,,Ancienne Gare,0
35.585879,-5.350885,node/6900317881,,Afka,0
35.559582,-5.499769,node/8196758066,,El Manar,0
35.563204,-5.489351,node/8196758067,,Barrage,0
35.552358,-5.513264,node/8196758064,,El Hjar,0
35.555608,-5.504848,node/8196758065,,Chtab,0
35.548062,-5.554630,node/8196758062,,Ain Lahcen,0
35.549481,-5.522715,node/8196758063,,Spirada,0
35.572204,-5.359894,node/8188018829,,Avenue Des Far,0
35.561557,-5.481663,node/8196758068,,Boukhari,0
35.560930,-5.473667,node/8196758069,,El Harcha,0
35.573204,-5.363032,node/8188220755,,Bab Saida,0
35.575463,-5.363289,node/8188220754,,Ziana,0
35.567574,-5.365848,node/8188220757,,Casa Bloque,0
35.570403,-5.363421,node/8188220756,,Bab El Okla,0
35.585042,-5.352091,node/8188220751,,Jbel Toubkal,0
35.586560,-5.349266,node/8188220750,,Jbel Atlas,0
35.589631,-5.345100,node/6900317909,,Avenue Des Far - Wilaya,0
35.579334,-5.358900,node/8188220752,,Mohamed Al Kharaz 2,0
35.600600,-5.326755,node/8188220759,,Lot Souani (Place Palestine),0
35.567033,-5.369037,node/8188220758,,Jardin Moulay Rachid,0
35.566260,-5.360151,node/8241076240,,Casablanca 1,0
35.619198,-5.272936,node/6897145384,,Miramar,0
35.571460,-5.420993,node/8191149532,,Malik Ibn Dirar - Mosquée,0
35.552231,-5.367492,node/8241076237,,Mgaz Lhjar 3,0
35.563560,-5.349625,node/8241076239,,Coelma,0
35.563689,-5.349481,node/8241076238,,Coelma,0
35.565248,-5.414973,node/8191149536,,Nakkata,0
35.572571,-5.404657,node/6898562580,,Orangina,0
