stop_lat,stop_lon,stop_id,parent_station,stop_name,location_type
35.568464,-5.388939,node/6539347336,,Avenue Moulay Al Hassan Belmehdi,0
35.562961,-5.368759,node/6899394700,,Aakbat El Halouf 2,0
35.564595,-5.352505,node/6899394709,,Abdellah El Fakhar - Afriquia,0
35.569048,-5.362782,node/8241076243,,Ksar El Kebir - Bab El Okla,0
35.593616,-5.346002,node/6907426190,,Boussafou,0
35.608204,-5.334402,node/6900317719,,Setine 60,0
35.556109,-5.416231,node/8196137654,,Tamuda,0
35.555443,-5.381235,node/8196137655,,Les Jardins d'Andalous,0
35.556665,-5.388888,node/8196137650,,Tahen,0
35.556139,-5.392222,node/8196137651,,Zariaa,0
35.555417,-5.401276,node/8196137652,,Lotissement Wikaya,0
35.556790,-5.404363,node/8196137653,,Lafarge,0
35.436107,-5.108273,node/8196697929,,Riyasna,0
35.449155,-5.091618,node/8196697928,,Mssala,0
35.569452,-5.363589,node/8244881546,,Bab El Okla,0
35.508457,-5.156709,node/8196697921,,Awchtam,0
35.519807,-5.176743,node/8196697920,,Tamernout,0
35.482819,-5.124439,node/8196697923,,Tamgart,0
35.735958,-5.341975,node/6894216890,,Sania,0
35.463512,-5.100061,node/8196697925,,Mkad,0
35.477304,-5.116953,node/8196697924,,Khandak De Riyas,0
35.452149,-5.093021,node/8196697927,,Oued Laou,0
35.456800,-5.095654,node/8196697926,,Café Dakhla,0
35.569378,-5.363528,node/6897143980,,Bab El Okla,0
35.558019,-5.453507,node/8171441730,,Khmis,0
35.544971,-5.225513,node/8171441731,,Senssla,0
35.615521,-5.275111,node/8171441732,,Borj,0
35.547119,-5.235587,node/8196235917,,Kae El Mejri,0
35.423453,-5.392396,node/8171441734,,Kchoue,0
35.550818,-5.363524,node/8171441735,,Mgaz Lhjar 1,0
35.552471,-5.365588,node/8171441736,,Mgaz Lhjar 2,0
35.557701,-5.386178,node/8171441737,,Boulangerie El Morabet,0
35.561700,-5.481418,node/8171441738,,Boukhari,0
35.565650,-5.461520,node/8171441739,,Maison Renault,0
35.544992,-5.225421,node/8196235918,,Senssla,0
35.526698,-5.230593,node/8196235919,,Amssa,0
35.582914,-5.343826,node/6907393004,,Café Warda,0
35.574645,-5.381371,node/6903993053,,Abdelkrim El Khattabi - Poste Maroc,0
35.585418,-5.358744,node/8188287496,,Fatima Al Fihria,0
35.572452,-5.387677,node/6904008870,,Hôpital Espagnol,0
35.572803,-5.380903,node/6904008875,,Lycée Cadi Ayad,0
35.580041,-5.345082,node/6907371629,,Supermarché Taw,0
35.591007,-5.334067,node/6904097002,,Aéroport,0
35.664526,-5.510734,node/6898279962,,Kmis Anjra,0
35.579127,-5.362172,node/8188287501,,Cheikh Ben Larbi Alaoui,0
35.624930,-5.274700,node/6897145472,,Chbar,0
35.586294,-5.347391,node/6900317820,,Avenue Des Far - Rif,0
35.565662,-5.411768,node/8191086258,,Afriquia - Mly Hassan Bel Mehdi,0
35.600447,-5.326428,node/6904040672,,Lot Souani (Place Palestine),0
35.549828,-5.397225,node/8191086254,,Ain Dar Zkiek,0
35.553171,-5.399117,node/8191086255,,Amina Bent Wahab,0
35.557842,-5.408684,node/8191086256,,Route De Torreta,0
35.558156,-5.412668,node/8191086257,,Grt Louha,0
35.547776,-5.398373,node/8191086253,,Dar Zkiek,0
35.568073,-5.373799,node/8188018826,,Jardin Chellal,0
35.565745,-5.368628,node/8188018827,,Mekki Nassiri - Aakbat El Halouf,0
35.565907,-5.392980,node/8188018824,,Rif (Rommana),0
35.568516,-5.388997,node/8188018825,,Avenue Moulay Al Hassan Belmehdi,0
35.749857,-5.346183,node/1872003113,,Marina Smir,0
35.568738,-5.361292,node/8188018828,,Lycée Charif Al Idrissi,0
35.753480,-5.346425,node/1872003110,,Marina,0
35.592158,-5.342964,node/6900317767,,Avenue Des Far - El Yazidi,0
35.630944,-5.284525,node/6897145507,,Ahrik,0
35.766193,-5.348808,node/8197552113,,Restinga,0
35.630879,-5.284634,node/8197637241,,Ahrik,0
35.627392,-5.281501,node/8197637240,,Dalia,0
35.593846,-5.477410,node/6898280116,,Bounazzal 2,0
35.592237,-5.359150,node/8188287500,,Kallaline,0
35.761088,-5.348659,node/8197552112,,Marina 2,0
35.777713,-5.348400,node/1872001921,,Grand Hôtel,0
35.446972,-5.393782,node/6899217482,,Café Sed,0
